"","X","mt_id","institution_code","collection_code","specimen_id","authority","taxonomy_notes","morphospecies","species","subgenus","genus","subtribe","tribe","subfamily","family","superfamily","infraorder","suborder","order","class","ncbi_may_edit","ncbi_search_success","ncbi_species","ncbi_id_rank","ncbi_taxid","variant_status","chimera_notes","traptype","dev_stage","site","locality","subregion","country","latitude","longitude","size","feeding_behaviour","habitat","habitat_stratum","authors","library","datasubmitter","projectname","genbank_accession","notes","contigname"
"GBDL02724",74,"GBDL02724","",NA,"","","","","Agapanthia amurensis","","Agapanthia","","Agapanthiini","Lamiinae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agapanthia amurensis","species",558729,"","","","","","","","",NA,NA,NA,NA,"","","Wang W.K. and Liu M.K. and Ren Y.F.","","","","MW617354","","MW617354"
"GBDL01168",75,"GBDL01168","",NA,"","","","","Agapanthia daurica","","Agapanthia","","Agapanthiini","Lamiinae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agapanthia daurica","species",763897,"nonrepresentative conspecific","","","","","","","China",NA,NA,NA,NA,"","","","","","","KY773692","","KY773692"
"GBDL02406",76,"GBDL02406","",NA,"N154","","","","Agapanthia daurica","","Agapanthia","","Agapanthiini","Lamiinae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agapanthia daurica","species",763897,"","","","","Yanbian","Antu County","Jilin","China",NA,NA,NA,NA,"","","Nie R. and Vogler A.P. and Yang X.-K. and Lin M.-Y.","","","CerambycidaePhylogeny","MN473114","","MN473114"
"GBDL01861",77,"GBDL01861","",NA,"","","","","Agasicles hygrophila","","Agasicles","","Alticini","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agasicles hygrophila","species",715812,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","Li N. and Wei J.N. and Jia D. and Li S. and Ma R.Y. and Ma R.","","","","KR494279","","KR494279"
"GBDL02007",78,"GBDL02007","",NA,"","","","","Agasicles hygrophila","","Agasicles","","Alticini","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agasicles hygrophila","species",715812,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","Song N. and Yin X. and Zhao X. and Chen J. and Yin J.","","","","KY039098","","KY039098"
"GBDL01539",79,"GBDL01539","",NA,"","","","","Agathidium nigripenne","","Agathidium","","","Leiodinae","Leiodidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agathidium nigripenne","species",1586957,"","","","","","","","",NA,NA,NA,NA,"","","A. Hunter and J Moriniere","","Tang Pu","German Barcoding","KX087234","","KX087234"
"GBDL02614",80,"GBDL02614","",NA,"","","","","Agelasta perplexa","","Agelasta","","Mesosini","Lamiinae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agelasta perplexa","species",2784381,"","","","","","Fujian Province","Liangjiang","China",NA,NA,NA,NA,"","","Chen R. and Ma J.","","","","MW067123","","MW067123"
"GBDL03153",81,"GBDL03153","",NA,"","","","","Agelastica alni","","Agelastica","","Sermylini","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agelastica alni","species",131577,"","","","","","","","",NA,NA,NA,NA,"","","","","","","OX467720","","OX467720"
"GBDL00731",82,"GBDL00731","",NA,"","","","","Agetocera deformicornis","","Agetocera","","Luperini","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agetocera deformicornis","species",1391559,"","","","","","","","",NA,NA,NA,NA,"","","T Breeschoten","","R Nie","Phylogeny Chrysomelidae","MF960093","","MF960093"
"GBDL03227",83,"GBDL03227","",NA,"","","","","Agetocera filicornis","","Agetocera","","Luperini","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agetocera filicornis","species",1391560,"","","","","","","","",NA,NA,NA,NA,"","","Lin xy. and Song N.","","","","OR197604","","OR197604"
"GBDL00981",84,"GBDL00981","",NA,"","","","","Agetocera mirabilis","","Agetocera","","Luperini","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agetocera mirabilis","species",2164166,"","","","","","","","",NA,NA,NA,NA,"","","T Breeschoten","","R Nie","Phylogeny Chrysomelidae","MF979917","","MF979917"
"SRAA00016",85,"SRAA00016","",NA,"","","","","Agnesiotis pilosula","","Agnesiotis","","","Belinae","Belidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agnesiotis pilosula","species",1661861,"","","","","","","","",NA,NA,NA,NA,"","","","","","","SRR2083621","","Agnesiotis_pilosula"
"GBDL00471",86,"GBDL00471","",NA,"","","","","Agonita chinensis","","Agonita","","","Cassidinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agonita chinensis","species",2003340,"","","","","","","","China",NA,NA,NA,NA,"","","","","","","MF351622","","MF351622"
"GBDL03070",87,"GBDL03070","",NA,"","","","","Agonum fuliginosum","","Agonum","","Platynini","Platyninae","Carabidae","Caraboidea","","Adephaga","Coleoptera","Insecta",NA,NA,"Agonum fuliginosum","species",1553040,"","","","","","","","",NA,NA,NA,NA,"","","","","","","OX384048","","OX384048"
"GBDL01374",88,"GBDL01374","BMNH",NA,"832916","","","","Agonum muelleri","","Agonum","","Platynini","Platyninae","Carabidae","Caraboidea","","Adephaga","Coleoptera","Insecta",TRUE,TRUE,"Agonum muelleri","species",536884,"","","","","","","","United Kingdom",NA,NA,NA,NA,"","","MJTN Timmermans","","MJTN Timmermans","Mitogenomics Coleoptera","JX412835","","JX412835"
"GBDL02248",89,"GBDL02248","",NA,"ANIC_25-067095","","","","Agrianome spinicollis","","Agrianome","","Remphanini","Prioninae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrianome spinicollis","species",2546583,"","","","","","","Queensland","Australia",NA,NA,NA,NA,"","","Jin M. and Zwick A. and Slipinski A. and Keyzer R. and Pang H.","","","","MK614550","","MK614550"
"GBDL00544",90,"GBDL00544","BMNH",NA,"1040488","","","","Agrilinae sp. 1 ACP-2013","","","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilinae sp. 1 ACP-2013","species",1434404,"unconsidered species duplicate","","Canopy Fogging","","","Danum Valley","Sabah","Malaysia",NA,NA,NA,NA,"","","A Crampton Platt","","G Prakash","Soup to Tree","MH908165","","MH908165"
"GBDL00569",91,"GBDL00569","BMNH",NA,"1040809","","","","Agrilinae sp. 1 ACP-2013","","","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilinae sp. 1 ACP-2013","species",1434404,"unconsidered species duplicate","","Canopy Fogging","","","Danum Valley","Sabah","Malaysia",NA,NA,NA,NA,"","","A Crampton Platt","","G Prakash","Soup to Tree","MH789732","","MH789732"
"GBDL00873",92,"GBDL00873","BMNH",NA,"1040722","","","","Agrilinae sp. 1 ACP-2013","","","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilinae sp. 1 ACP-2013","species",1434404,"unconsidered species duplicate","","Canopy Fogging","","","Danum Valley","Sabah","Malaysia",NA,NA,NA,NA,"","","A Crampton Platt","","G Prakash","Soup to Tree","MH923243","","MH923243"
"GBDL00800",93,"GBDL00800","BMNH",NA,"1040546","","","","Agrilinae sp. 2 ACP-2013","","","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilinae sp. 2 ACP-2013","species",1434405,"","","Canopy Fogging","","","Danum Valley","Sabah","Malaysia",NA,NA,NA,NA,"","","A Crampton Platt","","G Prakash","Soup to Tree","MH923245","","MH923245"
"GBDL00640",94,"GBDL00640","BMNH",NA,"1040566","","","","Agrilinae sp. 4 ACP-2013","","","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilinae sp. 4 ACP-2013","species",1434407,"","","Canopy Fogging","","","Danum Valley","Sabah","Malaysia",NA,NA,NA,NA,"","","A Crampton Platt","","G Prakash","Soup to Tree","MH751307","","MH751307"
"GBDL00880",95,"GBDL00880","BMNH",NA,"1040666","","","","Agrilinae sp. 5 ACP-2013","","","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilinae sp. 5 ACP-2013","species",1434408,"","","Canopy Fogging","","","Danum Valley","Sabah","Malaysia",NA,NA,NA,NA,"","","A Crampton Platt","","G Prakash","Soup to Tree","MH836611","","MH836611"
"GBDL00414",96,"GBDL00414","BMNH",NA,"1040827","","","","Agrilinae sp. 7 ACP-2013","","","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilinae sp. 7 ACP-2013","species",1434410,"","","Canopy Fogging","","","Danum Valley","Sabah","Malaysia",NA,NA,NA,NA,"","","A Crampton Platt","","G Prakash","Soup to Tree","MH789737","","MH789737"
"GBDL03037",97,"GBDL03037","",NA,"","","","","Agrilus adelphinus","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agrilus adelphinus","species",2201944,"","","","","","","HebeiFenghuang Mts.","China",NA,NA,NA,NA,"","","Huang X. and Wei Z. and Shi A.","","","","OP401219","","OP401219"
"GBDL01462",98,"GBDL01462","BMNH",NA,"833027","","","","Agrilus biguttatus","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilus biguttatus","species",324823,"","","","","","","","United Kingdom",NA,NA,NA,NA,"","","MJTN Timmermans","","MJTN Timmermans","Mitogenomics Coleoptera","JX412786","","JX412786"
"GBDL02969",99,"GBDL02969","",NA,"","","","","Agrilus cyanescens","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agrilus cyanescens","species",1586972,"","","","","","","","",NA,NA,NA,NA,"","","","","","","OX376714","","OX376714"
"GBDL03020",100,"GBDL03020","",NA,"","","","","Agrilus discalis","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agrilus discalis","species",3013958,"","","","","","Guangxi Zhuang Autonomous Region","Jinxiu County","China",NA,NA,NA,NA,"","","Wei Z. and Shi A.","","","","ON644870","","ON644870"
"GBDL02441",101,"GBDL02441","",NA,"","","","","Agrilus mali","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilus mali","species",1917227,"","","","","","","","",NA,NA,NA,NA,"","","Sun H. and Zhao W. and Lin R. and Zhou Z. and Huai W. and Yao Y.","","","","MN894890","","MN894890"
"GBDL03044",102,"GBDL03044","ZAIQ-PQ-CB-2020",NA,"","","","","Agrilus ornatus","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agrilus ornatus","species",2951065,"","","","","","","","",NA,NA,NA,NA,"","","Zhiyi W. and Hongwei T. and Qian L.","","","","MW822596","","MW822596"
"GBDL00701",103,"GBDL00701","",NA,"","","","","Agrilus planipennis","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilus planipennis","species",224129,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","","","","","GCA_000699045.2|NC_030758","","NC_030758"
"GBDL01864",104,"GBDL01864","",NA,"","","","","Agrilus planipennis","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilus planipennis","species",224129,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","Duan J. and Quan G. and Mittapalli O. and Cusson M. and Krell P.J. and Doucet D.","","","","KT363854","","KT363854"
"GBDL03354",105,"GBDL03354","",NA,"","","","","Agrilus sichuanus","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agrilus sichuanus","species",2946725,"","","","","","Mts. Dayao","Guangxi","China",NA,NA,NA,NA,"","","Wei Z.","","","","OK189519","","OK189519"
"GBDL00555",106,"GBDL00555","BMNH",NA,"838102","","","","Agrilus sp. AGR01","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrilus sp. AGR01","species",1205534,"","","","","","","","South Africa",NA,NA,NA,NA,"","","MJTN Timmermans","","MJTN Timmermans","Mitogenomics Coleoptera","JX412834","","JX412834"
"GBDL03213",107,"GBDL03213","",NA,"","","","","Agrilus zanthoxylumi","","Agrilus","","","Agrilinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agrilus zanthoxylumi","species",2696312,"","","","","","","","China",NA,NA,NA,NA,"","","Li J. and Yan B. and Yang M.","","","","OQ197496","","OQ197496"
"GBDL02854",108,"GBDL02854","",NA,"","","","","Agriotes fuscicollis","","Agriotes","","","Elaterinae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agriotes fuscicollis","species",941251,"","","","","","Fujian Province","Hongwei","China",NA,NA,NA,NA,"","","Sheng L. and Wu S.","","","","OM161961","","OM161961"
"GBDL03112",109,"GBDL03112","",NA,"","","","","Agriotes hirayamai","","Agriotes","","","Elaterinae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agriotes hirayamai","species",1610005,"","","","","","","","",NA,NA,NA,NA,"","","Lin A. and Zhao X. and Song N. and Zhao T.","","","","MG728108","","MG728108"
"GBDL03111",110,"GBDL03111","",NA,"","","","","Agriotes lineatus","","Agriotes","","","Elaterinae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agriotes lineatus","species",292458,"","","","","","","","",NA,NA,NA,NA,"","","King R.","","","","OW618681","","OW618681"
"GBDL00530",111,"GBDL00530","BMNH",NA,"1425233","","","","Agriotes obscurus","","Agriotes","","","Elaterinae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agriotes obscurus","species",350085,"","","manually collected from ground","","Adams Pond","Richmond Park","London","United Kingdom",NA,NA,NA,NA,"","","P Arribas","","B Linard","Ethanol Preservation Fluid","KT876879","","KT876879"
"GBDL03226",112,"GBDL03226","",NA,"","","","","Agriotes sp. GTI-106","","Agriotes","","","Elaterinae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agriotes sp. GTI-106","species",3026171,"","","","","","","","China",NA,NA,NA,NA,"","","Huang w. and Song F. and Li H.","","","","OP452713","","OP452713"
"GBDL03285",113,"GBDL03285","",NA,"","","","","Agriotes sp. GTI-28","","Agriotes","","","Elaterinae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agriotes sp. GTI-28","species",3026172,"","","","","","","","China",NA,NA,NA,NA,"","","Huang w. and Song F. and Li H.","","","","OP452712","","OP452712"
"GBDL01401",114,"GBDL01401","BMNH",NA,"842673","","","","Agriotes ustulatus","","Agriotes","","","Elaterinae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agriotes ustulatus","species",869177,"","","","","","","","Czech Republic",NA,NA,NA,NA,"","","MJTN Timmermans","","MJTN Timmermans","Mitogenomics Coleoptera","JX412737","","JX412737"
"GBDL03029",115,"GBDL03029","",NA,"","","","","Agrypninae sp. GTI-132","","","","","Agrypninae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agrypninae sp. GTI-132","species",3026173,"","","","","","","","China",NA,NA,NA,NA,"","","Huang w. and Song F. and Li H.","","","","OP452711","","OP452711"
"GBDL03331",116,"GBDL03331","",NA,"","","","","Agrypnus binodulus","","Agrypnus","","Agrypnini","Agrypninae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Agrypnus binodulus","species",341277,"","","","","","","","China",NA,NA,NA,NA,"","","Huang w. and Song F. and Li H.","","","","OP452714","","OP452714"
"GBDL02878",117,"GBDL02878","",NA,"","","","","Agrypnus murinus","","Agrypnus","","Agrypnini","Agrypninae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrypnus murinus","species",195168,"","","","","","","","",NA,NA,NA,NA,"","","","","","","OV816032","","OV816032"
"GBDL02335",118,"GBDL02335","",NA,"","","","","Agrypnus sp. YD-2019","","Agrypnus","","Agrypnini","Agrypninae","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agrypnus sp. YD-2019","species",2716621,"","","","","","","","",NA,NA,NA,NA,"","","Du Y. and Liu X. and Long Y. and Cheng S. and Zhong B. and Song X.","","","","MN370897","","MN370897"
"GBDL01460",119,"GBDL01460","BMNH",NA,"842916","","","","Agyrtodes labralis","","Agyrtodes","","","Camiarinae","Leiodidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Agyrtodes labralis","species",701472,"","","","","","","","New Zealand",NA,NA,NA,NA,"","","MJTN Timmermans","","MJTN Timmermans","Mitogenomics Coleoptera","JX412779","","JX412779"
"GBDL02204",120,"GBDL02204","",NA,"","","","","Aiolocaria hexaspilota","","Aiolocaria","","Coccinellini","Coccinellinae","Coccinellidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Aiolocaria hexaspilota","species",419962,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","Seo B.Y. and Park J. and Kwon W. and Seo B.","","","","MK583344","","MK583344"
"GBDL03232",121,"GBDL03232","",NA,"","","","","Aiolocaria hexaspilota","","Aiolocaria","","Coccinellini","Coccinellinae","Coccinellidae","Coccinelloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Aiolocaria hexaspilota","species",419962,"","","","","","","","",NA,NA,NA,NA,"","","Song N. and Li X.","","","","MF992926","","MF992926"
"GBDL00925",122,"GBDL00925","",NA,"","","","","Alcidodes juglans","","Alcidodes","","","Alcidinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Alcidodes juglans","species",2530216,"","","","","","","","",NA,NA,NA,NA,"","","","","","","MH819192","","MH819192"
"GBDL02841",123,"GBDL02841","",NA,"","","","","Aleochara curtula","","Aleochara","","Aleocharini","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Aleochara curtula","species",135881,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","Lee C.-J. and Kim J.-W. and Yi J. and Choi Y.-J. and Park J.-S. and Cho S.-J.","","","","OL675411","","OL675411"
"SRAA00079",124,"SRAA00079","",NA,"","","","","Aleochara curtula","","Aleochara","","Aleocharini","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Aleochara curtula","species",135881,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","","","","","SRR921563","","Aleochara_curtula"
